abstract,pub_date,type_of_material,word_count,print_page,headline,section_name,subsection_name
Meyers fact-checked Trump’s claim to have christened the former defense secretary “Mad Dog”: “We know you didn’t come up with it because it’s a cool nickname.”,2020-06-05T06:52:13+0000,News,595,,Seth Meyers Mocks Trump’s ‘Mad’ Mattis Tweets,Arts,Television
Please watch this space.,2020-06-05T17:45:01+0000,News,337,,A Letter From the Editor,Food,
John Wrenholt sweetens our Friday with a genuinely entertaining puzzle.,2020-06-05T01:40:02+0000,News,615,,Sincere,Crosswords & Games,
,2020-06-05T19:18:32+0000,,0,,Illinois Primary Election Results: 11th House District,U.S.,Elections
,2020-06-05T19:18:32+0000,,0,,Live: Illinois State Primary Election Results 2020,U.S.,Elections
,2020-06-05T19:18:32+0000,,0,,Illinois Election Results: Live Presidential Primary 2020,U.S.,Elections
,2020-06-05T19:18:32+0000,,0,,Illinois Polls: Who Different Groups Supported,U.S.,Elections
,2020-06-05T19:18:31+0000,,0,,Illinois Primary Election Results: 15th House District,U.S.,Elections
,2020-06-05T19:18:32+0000,,0,,Illinois Primary Election Results: Fifth House District,U.S.,Elections
"Ms. Milbern, who identified as queer, called out the mainstream disability movement for marginalizing people of color and nontraditional gender identities.",2020-06-06T17:57:15+0000,Obituary (Obit),1011,8,"Stacey Milbern, a Warrior for Disability Justice, Dies at 33",U.S.,
"When it comes to death, Mexicans have deeply ingrained traditions.",2020-06-05T09:02:43+0000,Op-Ed,1034,21,"‘México Lindo y Querido, Should I Die Abroad …’",Opinion,
"The real estate market is challenging this spring — all the more so because lenders are checking, and rechecking, borrowers’ finances in response to the economic turmoil of the pandemic.",2020-06-05T13:00:10+0000,News,1410,7,"Home Prices Are Rising, Along With Post-Lockdown Demand",Your Money,
"A sea of protesters yelled, “Go home, Jacob, go home!” and “Shame! Shame!” when he would not, on the spot, commit to abolishing the Police Department.",2020-06-07T04:46:23+0000,News,461,,"For Mayor Jacob Frey of Minneapolis, a Stinging Rebuke",U.S.,
Researchers are developing models for more targeted closings (and reopenings) that would curb the spread of infection at a less severe economic cost.,2020-06-06T07:00:06+0000,News,1606,6,Coronavirus Shutdowns: Economists Look for Better Answers,Business Day,Economy
"Even when racism doesn’t go viral, it’s still deadly.",2020-06-06T18:47:42+0000,Op-Ed,891,11,What if There Were No George Floyd Video?,Opinion,Sunday Review
"Many white people have been moved by the current movement, but how will they respond when true equality threatens their privilege?",2020-06-07T22:36:10+0000,Op-Ed,851,25,"Allies, Don’t Fail Us Again",Opinion,
"In a pre-Amazon world, Mr. Hoffman solidified his company’s stature as the No. 1 book retailer in the United States.",2020-06-05T23:22:22+0000,Obituary (Obit),1066,27,Harry Hoffman Dies at 92; Led the Expansion of Waldenbooks,Business Day,
"Staff members’ demands helped end the tenure of James Bennet as Opinion editor of The New York Times. And they are generating tension at The Washington Post. Part of the story starts in Ferguson, Mo.",2020-06-07T22:13:24+0000,News,3057,1,Inside the Revolts Erupting in America’s Big Newsrooms,Business Day,Media
"Kevin Warren, one of the most influential executives in sports, on policing, the pandemic and his prayer life.",2020-06-06T09:00:17+0000,News,1305,31,The Big Ten’s New Boss Wants Players Talking About Big Issues,Sports,College Football
"Tens of thousands turned out in Australia, Britain, France, Germany and other nations in support of U.S. protests against the death of George Floyd, while denouncing racism in their own countries.",2020-06-06T08:52:30+0000,News,1553,20,Huge Crowds Around the Globe March in Solidarity Against Police Brutality,World,
I suppressed my rage about racism for decades. No more.,2020-06-06T15:00:10+0000,Op-Ed,1408,4,I’m Finally an Angry Black Man,Opinion,Sunday Review
"Police found images and videos of sexual abuse of children, filmed in a cabin in western Germany. They have arrested 11 people so far, but believe many more were involved.",2020-06-06T14:43:38+0000,News,487,,"Child Pornography Ring Is Broken Up in Germany, Police Say",World,Europe
The military that Gen. Mark A. Milley represents is facing what could be the worst schism with the American public since the fractious Vietnam War years.,2020-06-05T22:26:44+0000,News,1429,13,"Milley, America’s Top General, Walks Into a Political Battle",U.S.,Politics
James Stewart blamed a voice-to-text translator for adding the word good in this sentence: “I don’t believe there’s ever been a good person of color killed by a police officer.”,2020-06-05T23:43:51+0000,News,857,17,Temecula Mayor Resigns Amid Uproar Over Email About Police Killings,U.S.,
"The mayor, Han Kuo-yu, had tried to win the presidency just months ago on a Beijing-friendly platform. His removal in a recall vote reflects a stunning reversal and a hardening of Taiwan’s attitude toward China.",2020-06-06T16:47:22+0000,News,557,,Voters in Taiwan Oust a Pro-China Mayor,World,Asia Pacific
"If that includes cooking, we hope these five nourishing, relatively easy recipes will help.",2020-06-05T20:15:08+0000,News,407,6,Take Care of Yourself and Others,Food,
The third named storm of what is predicted to be an intense hurricane season is expected to make landfall on Sunday.,2020-06-05T18:46:05+0000,News,534,17,Cristobal Threatens Gulf Coast From Louisiana to Florida,U.S.,
Peaceful protesters came together in the nation’s capital as another weekend of demonstrations unfolded across the country in response to the killing of George Floyd.,2020-06-06T19:56:40+0000,Video,0,,"Protesters in Washington, D.C., Continue Call for Justice",U.S.,Politics
"Demonstrators massed around the world, and even small towns with Klan histories became sites of protest. The Minneapolis mayor was shouted down by protesters.",2020-06-06T10:58:18+0000,News,4306,,Protests Swell in U.S. and Beyond as George Floyd Is Mourned Near His Birthplace,U.S.,
"The high-profile episode, after days of protests in Washington, was a turning point in the military’s response to unrest in the city.",2020-06-06T13:05:30+0000,News,1036,20,Pentagon Ordered National Guard Helicopters’ Aggressive Response in D.C.,U.S.,Politics
"Companies have arrived to help sell a safer summer. “They are crawling out of the woodwork,” one camp director said.",2020-06-05T18:07:57+0000,News,1844,1,Summer Camp Kids Are America’s Coronavirus Test Subjects,Style,
"The records of Presidents Abraham Lincoln and Lyndon B. Johnson, among others, beg to differ.",2020-06-05T22:43:20+0000,News,1082,16,Trump’s False Claim That ‘Nobody Has Ever Done’ More for the Black Community Than He Has,U.S.,Politics
"As countries consider reviving tourism, the calculus is complicated, involving “travel bubbles,” ever-shifting timelines, virus testing and, in some cases, self-quarantines.",2020-06-05T09:00:34+0000,News,1600,11,Europe’s Patchwork Reopening,Travel,
"‘I’m learning to compartmentalize and turn off the day, which is hard. Callers pop randomly into my head.’",2020-06-05T09:00:26+0000,News,929,2,How a Suicide Prevention Team Leader Spends His Sundays,New York,
"Inspired by Lenny Bruce, he spared no one in his bitingly satirical sketches while becoming a fixture of French movies and TV.",2020-06-05T19:59:41+0000,Obituary (Obit),653,27,"Guy Bedos, Who Made France Laugh at Itself, Is Dead at 85",Arts,
"U.S. protests, China, New York City: Here’s what you need to know.",2020-06-07T20:12:28+0000,briefing,1573,,Your Monday Briefing,Briefing,
"My mother scrubs toilets for a living. That makes her someone who has been deemed essential, but who has always been thought of as less than.",2020-06-05T09:00:13+0000,News,1056,,When Cleaning Is the Only Option,Well,Family
"The rapper who burst out in 2006 with the rollicking “YoYoYoYoYo” is returning with “Startisha,” his first new album in nine years, and a newfound comfort with speaking his truth.",2020-06-07T15:00:07+0000,News,980,1,"For Years, He Was Spank Rock. He’s Always Been Naeem.",Arts,Music
"After several nights where the police moved aggressively, few arrests were reported Saturday, though protests continued till near midnight.",2020-06-06T22:19:53+0000,News,2094,,"N.Y. Protesters Defy Curfew, but 10th Night of Marches Ends Peacefully",New York,
James Stewart blamed a voice-to-text translator for adding the word good in this sentence: “I don’t believe there’s ever been a good person of color killed by a police officer.”,2020-06-05T23:43:51+0000,News,857,17,Temecula Mayor Resigns Amid Uproar Over Email About Police Killings,U.S.,
"Demonstrators massed around the world, and even small towns with Klan histories became sites of protest. The Minneapolis mayor was shouted down by protesters.",2020-06-06T10:58:18+0000,News,4306,,Protests Swell in U.S. and Beyond as George Floyd Is Mourned Near His Birthplace,U.S.,
"The president said National Guard soldiers would withdraw “now that everything is under perfect control,” even as three former Joint Chiefs chairmen condemned his use of military force.",2020-06-07T23:28:58+0000,News,1409,1,Trump Orders Troops to Leave D.C. as Former Military Leaders Sound Warning,U.S.,Politics
The resident caretakers of some of New York’s cherished landmarks may have the city’s strangest work-from-home assignment.,2020-06-05T09:00:48+0000,News,1834,1,Quarantined in a Museum,Real Estate,
"Former President George W. Bush and Senator Mitt Romney won’t support Mr. Trump’s re-election. Colin Powell will vote for Joe Biden, and other G.O.P. officials may do the same.",2020-06-06T23:00:10+0000,News,2031,1,Vote for Trump? These Republican Leaders Aren’t on the Bandwagon,U.S.,Politics
The F.D.A. is warning against reusing some masks made in China. Democrats fear farm aid is meant to bolster Trump’s campaign.,2020-06-07T12:01:28+0000,News,5045,,Coronavirus Live Updates: Reopening States Are Blindsided by Protests,World,
"My mother scrubs toilets for a living. That makes her someone who has been deemed essential, but who has always been thought of as less than.",2020-06-05T09:00:13+0000,News,1056,,When Cleaning Is the Only Option,Well,Family
"Ms. Milbern, who identified as queer, called out the mainstream disability movement for marginalizing people of color and nontraditional gender identities.",2020-06-06T17:57:15+0000,Obituary (Obit),1011,8,"Stacey Milbern, a Warrior for Disability Justice, Dies at 33",U.S.,
"As countries consider reviving tourism, the calculus is complicated, involving “travel bubbles,” ever-shifting timelines, virus testing and, in some cases, self-quarantines.",2020-06-05T09:00:34+0000,News,1600,11,Europe’s Patchwork Reopening,Travel,
"‘I’m learning to compartmentalize and turn off the day, which is hard. Callers pop randomly into my head.’",2020-06-05T09:00:26+0000,News,929,2,How a Suicide Prevention Team Leader Spends His Sundays,New York,
"Former President George W. Bush and Senator Mitt Romney won’t support Mr. Trump’s re-election. Colin Powell will vote for Joe Biden, and other G.O.P. officials may do the same.",2020-06-06T23:00:10+0000,News,2031,1,Vote for Trump? These Republican Leaders Aren’t on the Bandwagon,U.S.,Politics
The F.D.A. is warning against reusing some masks made in China. Democrats fear farm aid is meant to bolster Trump’s campaign.,2020-06-07T12:01:28+0000,News,5045,,Coronavirus Live Updates: Reopening States Are Blindsided by Protests,World,
