abstract,pub_date,type_of_material,word_count,print_page,headline,section_name,subsection_name
Coronavirus has made physical fashion weeks an impossibility. Can a digital equivalent be the same?,2020-06-11T04:00:10+0000,News,1045,6,London Fashion Week Gets a New Look for a Changed World,Fashion & Style,
"Protests over George Floyd’s death have reached small towns like Petal, Miss., a predominantly white community where neighbors are confronting one another and talking about racial divides.",2020-06-09T09:00:29+0000,News,1623,12,"A Small Mississippi Town, ‘Asking for a Breath’ After Mayor’s Remarks Unleash Protests",U.S.,
You can use whatever vegetable you want in this easily baked dish.,2020-06-10T19:05:57+0000,News,526,,"Creamy, Eggy Polenta, Dotted With Corn",Food,
"This week’s listings are in Greenpoint, on the Upper West Side and in Kips Bay.",2020-06-11T13:00:32+0000,Slideshow,0,,On the Market in New York City,Real Estate,
,2020-06-10T22:02:44+0000,,0,,Results: The Most Detailed Map of the Virginia Democratic Primary,U.S.,Elections
,2020-06-10T22:02:44+0000,,0,,Alabama Polls: Who Different Groups Supported,U.S.,Elections
,2020-06-10T22:02:44+0000,,0,,Live Results: Minnesota Presidential Primary 2020,U.S.,Elections
,2020-06-10T22:02:44+0000,,0,,Live Results: Texas Presidential Primary 2020,U.S.,Elections
,2020-06-10T22:02:43+0000,,0,,Live Results: Oklahoma Presidential Primary 2020,U.S.,Elections
,2020-06-10T22:02:43+0000,,0,,Live: Texas State Primary Election Results 2020,U.S.,Elections
,2020-06-10T22:02:43+0000,,0,,Vermont Polls: Who Different Groups Supported,U.S.,Elections
,2020-06-10T22:02:42+0000,,0,,Arkansas Presidential Republican Primary Election Results,U.S.,Elections
,2020-06-10T22:02:43+0000,,0,,Live Results: Colorado Presidential Primary 2020,U.S.,Elections
,2020-06-10T22:02:43+0000,,0,,Colorado Polls: Who Different Groups Supported,U.S.,Elections
,2020-06-10T22:02:43+0000,,0,,Massachusetts Polls: Who Different Groups Supported,U.S.,Elections
,2020-06-10T22:02:55+0000,,0,,Texas Primary Election Results: 34th House District,U.S.,Elections
,2020-06-10T22:02:56+0000,,0,,Texas Primary Election Results: 24th House District,U.S.,Elections
,2020-06-10T22:02:56+0000,,0,,Texas Primary Election Results: 32nd House District,U.S.,Elections
"If we’re joyous to be able to take a long walk in the woods or down a wide avenue under bluebird skies, we’re also aware that there is a lot that we still cannot do in the world, but only at home.",2020-06-10T17:00:10+0000,Letter,702,,A Library of Diversion While You Figure Things Out,At Home,
"Citing travel restrictions and Covid-19-related health guidelines, the L.P.G.A. Tour commissioner, Mike Whan, called off the Evian Championship, which had been scheduled for early August.",2020-06-09T14:53:26+0000,News,348,10,L.P.G.A. Cancels First Major Tournament,Sports,Golf
Recent commercial real estate transactions in New York.,2020-06-09T19:05:21+0000,News,224,7,Recent Commercial Real Estate Transactions,Business Day,
"President Trump amplified OANN’s false claim about Martin Gugino, 75, who was hospitalized after being shoved to the ground by the police.",2020-06-09T19:30:39+0000,News,765,17,"One America News, the Network That Spreads Conspiracies to the West Wing",Business Day,Media
Curators surveyed the area outside the White House on Wednesday for artifacts that will help record the emotional turmoil.,2020-06-10T23:45:20+0000,News,542,14,Museums Collect Protest Signs to Preserve History in Real Time,Arts,Art & Design
"The coronavirus has led to the collapse of New York’s usual admissions system, and protests against racism have highlighted entrenched division.",2020-06-11T09:00:40+0000,News,1474,7,A School Admissions Process That Caused Segregation Fell Apart in Weeks,New York,
The joys and challenges of living with grandparents during a pandemic.,2020-06-10T12:33:40+0000,News,1123,,When Parents Get Parented,Parenting,
"The police officer, who was recorded knocking down a young woman who questioned his order, was arrested on Tuesday.",2020-06-09T13:49:26+0000,News,1215,16,Officer Who Violently Shoved Protester in Brooklyn Is Charged With Assault,New York,
"Though the city is recording hundreds of new coronavirus cases each week and some officers have died, many are not heeding instructions to cover their faces.",2020-06-11T07:00:10+0000,News,1262,23,Why Are So Many N.Y.P.D. Officers Refusing to Wear Masks at Protests?,New York,
"Terminal B opens Saturday with public works by Sarah Sze, Laura Owens, Sabine Hornig and Jeppe Hein.",2020-06-10T16:22:37+0000,News,1583,1,Art That Might Make You Want to Go to La Guardia,Arts,Art & Design
The senator and vice-presidential prospect has a message for her white friends who are surprised about police brutality.,2020-06-11T00:17:44+0000,News,1642,15,Kamala Harris Is Done Explaining Racism,U.S.,Politics
"Our culture writers offer suggestions for what to watch, read or listen to while we’re housebound.",2020-06-11T17:47:05+0000,News,1241,2,6 Things to Do at Home This Weekend,Arts,
"A child of Hmong refugees, she was chair of the St. Paul school board. The coronavirus struck her and her father on the same day. He survived; she didn't.",2020-06-10T22:46:24+0000,Obituary (Obit),519,24,"Marny Xiong, Progressive Dynamo in Minnesota, Dies at 31",Obituaries,
"As lockdowns and quarantines stretch on, reports of child care facility closures have been coming in from coast to coast.",2020-06-10T19:31:18+0000,News,1522,,"When Child Care Centers Close, Parents Scramble to Adapt",Parenting,
"Appointment viewing is back. Find out what online events to look for in coming days, and when to tune in.",2020-06-11T09:00:12+0000,News,2134,,"Livestreams to Watch: Discussions About Black Lives, and Online Pride Events",Arts,
"Miserable as it can often be, remote work is surprisingly productive — leading many employers to wonder if they’ll ever go back to the office.",2020-06-10T02:32:52+0000,Interactive Feature,0,28,What If Working From Home Goes on … Forever?,Magazine,
"A playwright, a director, an artistic director and an actor share their experiences — and prescriptions for change.",2020-06-10T17:38:32+0000,News,3442,,Four Black Artists on How Racism Corrodes the Theater World,Theater,
The streaming service said it planned to eventually bring the 1939 film back “with a discussion of its historical context.”,2020-06-10T09:09:00+0000,News,734,3,"HBO Max Pulls ‘Gone With the Wind,’ Citing Racist Depictions",Business Day,Media
"The pandemic sparked chin-up gestures like a ‘good news’ YouTube channel. Two months later, mere gestures seem pretty empty.",2020-06-11T09:00:10+0000,News,1125,13,The Hollow Inspiration of ‘Some Good News’,Magazine,
"Following my favorite bar and its staff through the coronavirus lockdown turned out to be a difficult assignment, with more tears than beers.",2020-06-11T09:00:20+0000,News,878,2,I Reported On My Local Bar. It Was Heart-Wrenching.,Times Insider,
“The Late Show” host blamed Gov. Brian Kemp of Georgia for the state’s botched primary election on Tuesday.,2020-06-11T06:40:31+0000,News,728,,"Georgia ‘Tests Negative for Voting,’ Stephen Colbert Says",Arts,Television
"The International Criminal Court has collected evidence of what it says is torture, rape and other crimes by American forces during the war in Afghanistan.",2020-06-11T15:07:18+0000,News,1226,9,U.S. to Penalize War Crimes Investigators Looking Into American Troops,U.S.,Politics
"Mayor Bill de Blasio joined two congressional lawmakers in urging the military to rename General Lee Avenue, a main street on an Army base in Brooklyn.",2020-06-11T17:10:54+0000,News,853,17,An N.Y. Street Is Named for Robert E. Lee. Officials Want That Changed.,New York,
"“Every other industry, you know, they have to prove their commitment by hiring thousands of new black people,” said Trevor Noah. “The N.F.L.’s just got to hire one.”",2020-06-09T06:10:17+0000,News,676,,Late Night Is Waiting for Colin Kaepernick to Get a Call,Arts,Television
"Exploring the season that was, and wasn’t, and protests to remake the Great White Way. Plus Mary-Louise Parker and the casts of “Company” and “Six.”",2020-06-10T04:31:35+0000,News,357,,Broadway in Trying Times: Join Us for Conversation and Song,Theater,
"The California congresswoman, who heads the Congressional Black Caucus and was the first black woman speaker of a state legislature, has navigated internal divides to produce Democrats’ expansive bill.",2020-06-10T23:21:42+0000,News,1573,20,"Drawing on Decades of Activism, Karen Bass Leads Democrats’ Policing Overhaul",U.S.,Politics
"Even some of the president’s most vociferous detractors have long been reluctant to use the word, but there are signs that this is changing.",2020-06-10T18:24:05+0000,News,1262,1,The Debate Over the Word ‘Fascism’ Takes a New Turn,Books,
Companies like Salesforce created workplaces with all the comforts of home. But now they may feel more like hospitals.,2020-06-10T09:00:26+0000,News,1422,1,Farewell to Gummy Bear Jars: Tech Offices Get a Virus Safety Makeover,Technology,
"The PGA Tour’s first event in three months will be contested without fans, fist bumps or Tiger Woods. But even with constraints, golfers are eager to play.",2020-06-11T09:00:18+0000,News,985,10,Golf’s Return Draws a Star-Studded Field and a Prickly Entrance Test,Sports,Golf
Can a campaign of nostalgia work as more Americans recognize the racial injustices of the past?,2020-06-11T23:43:53+0000,News,1254,,Moving Beyond ‘MAGA’?,U.S.,Politics
Curators surveyed the area outside the White House on Wednesday for artifacts that will help record the emotional turmoil.,2020-06-10T23:45:20+0000,News,542,14,Museums Collect Protest Signs to Preserve History in Real Time,Arts,Art & Design
"An airport long regarded as among the least inviting in the United States unveils an airy, art-filled terminal.",2020-06-10T21:22:57+0000,News,1080,24,From ‘Disgraceful’ to ‘Breathtaking’: La Guardia’s $4 Billion Makeover,New York,
"Chris Cox, who quit Facebook last year after differences with the company’s chief executive, Mark Zuckerberg, is returning as chief product officer.",2020-06-11T19:16:33+0000,News,370,,Facebook Brings Back a Former Top Lieutenant to Zuckerberg,Technology,
Life in India-controlled Kashmir has been punctuated by military curfews and general strikes for three decades.,2020-06-11T09:00:43+0000,Op-Ed,66,,‘We Have Been in a Lockdown for Three Decades’,Opinion,
Suggested reading from critics and editors at The New York Times.,2020-06-11T18:47:39+0000,List,1484,19,12 New Books We Recommend This Week,Books,Book Review
Those who knew Jackson during his 14-year N.B.A. career are not surprised at how he has worked tirelessly as an activist in support of his friend George Floyd.,2020-06-11T11:14:38+0000,News,1428,9,Stephen Jackson Was Known in the N.B.A. as an Agitator. Now He’s Leading a Movement.,Sports,Pro Basketball
"The multiyear pacts, which also included the N.B.A., NBCUniversal and ViacomCBS, will supply the platform with more short-form original and unscripted shows.",2020-06-11T17:30:23+0000,News,673,4,"Snapchat Expands Deals With N.F.L., Disney and Others",Business Day,Media
"The magazine’s Ethicist columnist on breaking up with someone because of their medical condition, donating money during the pandemic — and more.",2020-06-09T09:00:08+0000,News,1785,20,Is It OK to Dump Him Because of His Medical Condition?,Magazine,
"Republicans on the Senate Judiciary Committee authorized their chairman to subpoena dozens of F.B.I. and former Obama administration officials, including a top aide to Joseph R. Biden Jr.",2020-06-11T18:17:14+0000,News,791,14,Republicans Secure More Subpoena Power in Push to Discredit Russia Inquiry,U.S.,Politics
"Despite claims by President Trump and Attorney General William P. Barr, there is scant evidence that loosely organized anti-fascists are a significant player in protests.",2020-06-11T14:37:16+0000,News,1765,1,Federal Arrests Show No Sign That Antifa Plotted Protests,U.S.,
"The California congresswoman, who heads the Congressional Black Caucus and was the first black woman speaker of a state legislature, has navigated internal divides to produce Democrats’ expansive bill.",2020-06-10T23:21:42+0000,News,1573,20,"Drawing on Decades of Activism, Karen Bass Leads Democrats’ Policing Overhaul",U.S.,Politics
"The multiyear pacts, which also included the N.B.A., NBCUniversal and ViacomCBS, will supply the platform with more short-form original and unscripted shows.",2020-06-11T17:30:23+0000,News,673,4,"Snapchat Expands Deals With N.F.L., Disney and Others",Business Day,Media
"Bobby Moore, 60, had been the center of a landmark case in which the U.S. Supreme Court overturned his death sentence because he is intellectually disabled.",2020-06-09T04:29:43+0000,News,486,,Texas Inmate Who Spent Nearly 40 Years on Death Row Is Granted Parole,U.S.,
"A multiagency group does a “minimal” job of assessing security risks posed by China Unicom, China Telecom and ComNet, investigators said.",2020-06-09T09:00:13+0000,News,578,,Senate Faults Oversight of Chinese Telecom Companies in U.S.,Technology,
The attorney general’s account stood in direct contrast to the version that the president offered last week when he suggested he had merely been looking the place over.,2020-06-09T01:48:49+0000,News,728,19,"Contradicting Trump, Barr Says Bunker Visit Was for Safety, Not an ‘Inspection’",U.S.,Politics
"Some voting machines were not working as polls opened, and voters across Georgia reported long lines and widespread frustration. Nevada, North Dakota, South Carolina and West Virginia are also voting today.",2020-06-09T13:12:10+0000,News,1520,,Major Problems With Voting in Atlanta as 5 States Hold Primaries,U.S.,Politics
"Quotation of the Day for Wednesday, June 10, 2020.",2020-06-10T02:16:47+0000,Quote,39,3,Quotation of the Day: A Son of Houston Whose Death Moved Millions,Today’s Paper,
The New York Times would like to hear from women who delivered a baby in a hospital in the past month.,2020-06-09T23:44:54+0000,News,140,,Did You Recently Give Birth? Please Share Your Story,Science,
"After several polling locations were closed, thousands of Georgia voters were sent to cast ballots at Park Tavern, a restaurant in Atlanta.",2020-06-09T17:33:03+0000,Video,0,,Drone Footage Shows Long Lines Facing Georgia Voters,U.S.,
"Mr. Nkurunziza ruled the small Central African nation for 15 years with an iron fist, arresting journalists, stifling media outlets and cracking down on the opposition.",2020-06-09T15:49:37+0000,News,832,11,"President of Burundi, Pierre Nkurunziza, 55, Dies of Heart Attack",World,Africa
A planet heated by giant volcanic eruptions drove the earliest known wipeout of life on Earth.,2020-06-10T13:03:26+0000,News,848,4,Familiar Culprit May Have Caused Mysterious Mass Extinction,Science,
"Economic equality is crucial to racial equality. But at nearly every stage of their lives, black Americans have less than whites.",2020-06-09T18:15:05+0000,News,1345,1,The Stark Racial Inequity of Personal Finances in America,Your Money,
"What to watch, where to watch it, where to buy itand what the heck is going on.",2020-06-11T09:00:16+0000,News,3212,,An Opinionated Guide to Fashion’s New Shape and Schedule,Fashion & Style,
"The president of the United States Tennis Association said a decision on staging the Open must be made next week, but some top international players have reservations on the proposal.",2020-06-11T11:55:32+0000,News,1508,10,Top International Players Uneasy on U.S. Open Plan as Decision Nears,Sports,Tennis
"Essential reading from T’s archive, including pieces on how L.G.B.T.Q. culture has re-envisioned the worlds of food, art and entertainment.",2020-06-10T21:17:50+0000,News,400,,"For Pride Month, Eight Stories About Queer Power and Defiance",T Magazine,
"Though the account was restored, the incident spotlights thorny questions for a company with operations in both countries. It vowed to censor accounts only within China.",2020-06-11T11:38:15+0000,News,1123,3,Zoom Blocks Activist in U.S. After China Objects to Tiananmen Vigil,Technology,
"The pandemic has been brutal for owners, but there are many organizations offering loans and grants to help out.",2020-06-11T09:00:20+0000,News,911,,Where the Money Is for Small Businesses,Business Day,
"Layla F. Saad and Ibram X. Kendi have provided tools for building an antiracist society. Readers, it’s time to roll up our sleeves.",2020-06-11T09:00:08+0000,List,425,16,These Authors Are Glad You’re Buying Their Books. Now Do the Work.,Books,Book Review
"The presumptive Democratic nominee relies on veteran advisers with Washington roots and has begun sounding out other economists on the ideological left, but his campaign will not say who really has his ear.",2020-06-11T09:00:21+0000,News,1672,15,Biden’s Brain Trust on the Economy: Liberal and Sworn to Silence,U.S.,Politics
Mr. Floyd had big plans for life nearly 30 years ago. His death in police custody is powering a movement against police brutality and racial injustice.,2020-06-09T07:00:13+0000,News,1983,1,"George Floyd, From ‘I Want to Touch the World’ to ‘I Can’t Breathe’",U.S.,
"Between the quarantines and the demonstrations, Crisis Text Line and other mental health professionals see a rise in teen anxiety.",2020-06-11T09:00:16+0000,News,1067,,What’s Worrying Teenagers Right Now,Well,Family
"Spike Lee’s new joint is an anguished, funny, violent argument with and about American history, with an unforgettable performance from Delroy Lindo at its heart.",2020-06-10T22:39:29+0000,Review,1218,5,"‘Da 5 Bloods’ Review: Black Lives Mattered in Vietnam, Too",Movies,
Working from home during a pandemic is stressful enough without having to constantly pick up after your children. Here’s how to avoid it.,2020-06-09T09:00:26+0000,News,1255,7,How to Contain Your Children’s Clutter,Real Estate,
"Greg Glassman, who started a fitness movement that’s grown for decades, spun CrossFit into a disaster in just days.",2020-06-10T01:26:42+0000,News,1371,6,CrossFit Gym C.E.O. Greg Glassman Steps Down in Chaos,Style,
"When he wasn’t playing bassoon he was taking photos, capturing the orchestra’s most memorable moments as well as more subtle ones.",2020-06-09T22:46:59+0000,Obituary (Obit),856,30,"Bert Bial, Philharmonic Musician With an Insider’s Lens, Dies at 93",Arts,Music
The virus isn’t simply a health crisis; it is also a design problem.,2020-06-10T02:33:13+0000,Interactive Feature,0,51,How Architecture Could Help Us Adapt to the Pandemic,Magazine,
"The family road trip is making a comeback in the wake of the coronavirus, but for African-American motorists, it’s never been a source of unfettered freedom.",2020-06-10T09:00:21+0000,News,1767,,2020 Is the Summer of the Road Trip. Unless You’re Black.,Travel,
"There may still be a lack of awareness about the benefit, but for families who do know, they’re weighing the risks",2020-06-10T19:10:29+0000,News,1172,,Pandemic Paid Leave Is Available: Why Some Parents Aren’t Taking It,Parenting,
“Quarantine is turning out to be about upping my sourdough game.”,2020-06-11T09:00:08+0000,News,1137,8,Raina Telgemeier Can’t Wait to Break Bread With Her Friends Again,Books,Book Review
"Ignoring U.S. arguments that the charges were baseless, a court convicted Metin Topuz of aiding the group that Turkey accuses of masterminding a 2016 coup attempt.",2020-06-11T23:22:34+0000,News,665,,Turkey Court Sentences U.S. Consulate Employee to Over 8 Years in Prison,World,Europe
"Mr. Francisco has represented the Trump administration before the Supreme Court, including in controversial cases like the travel ban against predominantly Muslim countries.",2020-06-11T07:25:17+0000,News,725,14,Solicitor General Noel Francisco Expected to Step Down,U.S.,Politics
"Powerful responses to essays by Michelle Alexander and Charles M. Blow. “White privilege is pervasive and invisible,” one reader writes.",2020-06-11T16:44:30+0000,Letter,597,24,White Liberals in the Struggle for Racial Equality,Opinion,Letters
"Uber had been courting Grubhub for months, but the food-delivery rival will sell itself to a European rival instead. Regulations are partly to blame.",2020-06-11T11:11:17+0000,News,1756,,Did Washington Get in Uber’s Way?,Business Day,DealBook
"A once-promising director and actor who struggled with mental illness and drug addiction, she performed for years on the city’s streets. She died of Covid-19.",2020-06-11T20:22:33+0000,Obituary (Obit),684,,"Margaret Holloway, the ‘Shakespeare Lady’ of New Haven, Dies at 68",New York,
The funeral served as both a national reckoning and a moment of personal mourning. The Rev. Al Sharpton demanded more action against police brutality.,2020-06-09T21:30:04+0000,News,1540,1,"Houston Bids Goodbye to George Floyd, Whose Killing Galvanized a Movement",U.S.,
A German theater has created a walk-through performance that works with social distancing and hygiene measures to result in a new kind of aesthetic experience.,2020-06-11T09:04:56+0000,Review,971,,A Backstage Walk That’s Pure Drama,Theater,
"Cauleen Smith’s experimental films about black life, Kyle Marshall’s dance improvisation dedicated to victims of police brutality: Here are some of the Instagram accounts brightening our art critic’s daily feed.",2020-06-11T18:57:20+0000,News,827,12,Five Art Accounts to Follow on Instagram Now,Arts,Art & Design
"After the Republican National Committee kept outdated language from four years ago, when Barack Obama was still president, the party’s platform includes more than three dozen unflattering references to those in power at the White House.",2020-06-11T18:00:19+0000,News,1226,14,"G.O.P. Platform, Rolled Over From 2016, Condemns the ‘Current President’",U.S.,Politics
"Investors are finally catching up to the fact the U.S. economy is not recovering anytime soon, and shares tumbled nearly 6 percent.",2020-06-11T22:45:49+0000,News,812,1,"Investors, No Longer in Denial About Grim Outlook, Drive Market Down",Business Day,
"By dismissing an idea under consideration by the Pentagon, the president positioned himself firmly against the movement to remove racist symbols and combat racism touched off by George Floyd’s death.",2020-06-11T00:22:08+0000,News,1603,22,Trump Rejects Renaming Military Bases Named After Confederate Generals,U.S.,Politics
"A backlash is mounting against depictions of “good cops,” on television and in the street.",2020-06-10T17:04:13+0000,News,1327,1,The Protests Come for ‘Paw Patrol’,Arts,Television
A symbol of the Confederacy falls as demonstrations sparked by the death of George Floyd continue across the country.,2020-06-11T04:58:49+0000,News,657,,Protesters Topple Statue of Jefferson Davis on Richmond’s Monument Avenue,U.S.,
Galleries and museums are getting creative about presenting work online during the coronavirus crisis. Here are two shows worth viewing virtually.,2020-06-10T14:30:18+0000,Review,547,14,2 Art Gallery Shows to Explore From Home,Arts,Art & Design
"Kenneth Branagh’s film has no reason to exist, other than to spawn sequels.",2020-06-11T16:18:02+0000,Review,599,4,"‘Artemis Fowl’ Review: Fowl, Not Fair",Movies,
"Boaz Yakin’s movie is fresh in two ways: in its questioning of gender, and in its use of dance as a primary mode of expression.",2020-06-11T11:00:09+0000,Review,427,10,‘Aviva’ Review: Just the Two of Us (and Our Other Selves),Movies,
"Long before this week’s election chaos, experts had warned Georgia about its over $100 million voting system, saying paper ballots were simpler and safer.",2020-06-11T22:01:19+0000,News,1848,1,Georgia Havoc Raises New Doubts on Pricey Voting Machines,U.S.,Politics
An advertiser pulls a full-page ad amid newsroom complaints concerning two journalists who said they were kept from covering demonstrations. The top editor fights back with an opinion piece.,2020-06-10T22:55:24+0000,News,1456,4,Pittsburgh Post-Gazette Staff Revolts Over Sidelining of 2 Black Colleagues,Business Day,
Charles Burnett’s “Killer of Sheep” and Billy Woodberry’s “Bless Their Little Hearts” were part of a movement putting the lived experience of black working-class characters onscreen.,2020-06-11T18:17:23+0000,News,1126,3,"If You Want to Learn About the L.A. Rebellion Filmmakers, Start Here",Movies,
Thin paper allows the paste to seep through. Amplify the work of artists from the neighborhood where you’re postering.,2020-06-09T09:00:02+0000,News,358,23,How to Wheat-Paste Posters,Magazine,
"His meticulous, capacious books on silver-screen love, romantic comedy and the mysteries of star quality are required reading for cinephiles.",2020-06-11T19:23:46+0000,Obituary (Obit),1105,8,"James Harvey, Who Wrote About Hollywood’s Heyday, Is Dead at 90",Movies,
,2020-06-10T22:02:55+0000,,0,,Texas Primary Election Results: Third House District,U.S.,Elections
,2020-06-10T22:02:55+0000,,0,,Texas Primary Election Results: 13th House District,U.S.,Elections
,2020-06-10T22:02:55+0000,,0,,Texas Primary Election Results: 19th House District,U.S.,Elections
,2020-06-10T22:02:54+0000,,0,,North Carolina Primary Election Results: Fourth House District,U.S.,Elections
,2020-06-10T22:02:54+0000,,0,,North Carolina Primary Election Results: Fifth House District,U.S.,Elections
,2020-06-10T22:02:55+0000,,0,,Texas Primary Election Results: 17th House District,U.S.,Elections
,2020-06-10T22:02:56+0000,,0,,Texas Primary Election Results: 21st House District,U.S.,Elections
"Jerome H. Powell, chair of the Federal Reserve, addressed its latest policy decisions and protests against racial inequality that have taken place across the U.S.",2020-06-10T18:15:13+0000,Video,0,,Powell Discusses Fed Policy and U.S. Unrest,U.S.,
,2020-06-10T22:02:45+0000,,0,,California Polls: Who Different Groups Supported,U.S.,Elections
,2020-06-10T22:02:45+0000,,0,,North Carolina Presidential Republican Primary Election Results,U.S.,Elections
Here’s what you need to know at the end of the day.,2020-06-09T22:07:27+0000,briefing,1256,,"George Floyd, Georgia, Joe Biden: Your Tuesday Evening Briefing",Briefing,
Amanda Rafkin and Ross Trudeau are the real heroes.,2020-06-10T02:00:02+0000,News,893,,Rallying Cry,Crosswords & Games,
The parents of Lauren McCluskey contend that a campus police officer disseminated explicit images of the University of Utah student that had been used by her killer to blackmail her.,2020-06-09T01:43:34+0000,News,674,,"Police Officer Shared Nude Photos of Student Before She Was Murdered, Lawsuit Says",U.S.,
"The renowned cellist, who has soothed us during the pandemic with “Songs of Comfort,” puts Fred Rogers, Pablo Casals and his Benoît Rolland bow on his list of cultural essentials.",2020-06-09T14:00:10+0000,News,1441,3,Yo-Yo Ma Tries to Bring Us Comfort and Hope,Arts,Music
"Portis, who died in February, occupied a unique place in American letters. His novels, written in the vernacular of his native Arkansas, beg to be read aloud.",2020-06-09T09:00:20+0000,News,3479,,"Donna Tartt on the Singular Voice, and Pungent Humor, of Charles Portis",Books,
"Classical music and opera’s starriest and most important annual event will go forward, in modified form.",2020-06-09T11:00:07+0000,News,698,4,"Bucking Cancellations, Salzburg Festival Has Plans for August",Arts,Music
The statue was targeted by recent protests against racism and Belgium’s colonial history. The authorities said the statue would remain in a museum.,2020-06-09T20:23:44+0000,News,895,16,"Statue of Leopold II, Belgian King Who Brutalized Congo, Is Removed in Antwerp",World,Europe
"A boat believed to be the PT-59, a Navy vessel Kennedy commanded after the PT-109 was sunk, has been mired in the muck off Manhattan for decades.",2020-06-09T15:15:53+0000,News,1176,22,Solving the Mystery of What Became of J.F.K.’s Other Patrol Boat,New York,
"Gen. Charles Q. Brown Jr., who recently released a video about his experience with racism in the military and in America, won unanimous confirmation.",2020-06-09T21:14:30+0000,News,634,20,Senate Confirms First Black Air Force Chief,U.S.,Politics
,2020-06-09T21:50:53+0000,,0,,North Dakota Primary Election Results: At-Large Congressional District,U.S.,Elections
,2020-06-10T22:02:55+0000,,0,,Texas Primary Election Results: 19th House District,U.S.,Elections
,2020-06-10T22:02:55+0000,,0,,Texas Primary Election Results: 17th House District,U.S.,Elections
,2020-06-10T22:02:55+0000,,0,,Texas Primary Election Results: 31st House District,U.S.,Elections
,2020-06-10T22:02:55+0000,,0,,Texas Primary Election Results: 12th House District,U.S.,Elections
,2020-06-10T22:02:55+0000,,0,,Texas U.S. Senate Primary Election Results,U.S.,Elections
,2020-06-10T22:02:55+0000,,0,,Texas Primary Election Results: Fifth House District,U.S.,Elections
,2020-06-10T22:02:55+0000,,0,,Texas Primary Election Results: Eighth House District,U.S.,Elections
,2020-06-10T22:02:55+0000,,0,,Texas Primary Election Results: 11th House District,U.S.,Elections
,2020-06-10T22:02:55+0000,,0,,North Carolina Primary Election Results: Second House District,U.S.,Elections
,2020-06-10T22:02:55+0000,,0,,Texas Primary Election Results: Third House District,U.S.,Elections
"Samira Nasr, a former Vanity Fair fashion director, is leaving Condé Nast to take a key job at Hearst Magazines.",2020-06-10T01:04:26+0000,News,613,,Harper’s Bazaar Appoints First Woman of Color as Top Editor,Business Day,Media
"Doug J. Swanson’s “Cult of Glory: The Bold and Brutal History of the Texas Rangers” recounts tales of lynchings, massacres and ruthless white supremacy.",2020-06-09T09:00:08+0000,Review,1337,13,The True Story of the Texas Rangers,Books,Book Review
A dry run for November raises new questions about ballot access: This is your morning tip sheet.,2020-06-10T11:09:00+0000,News,1063,,Georgia’s Election Descends Into Chaos,U.S.,Politics
"Get the latest primary results from Georgia, West Virginia, Nevada and more.",2020-06-09T20:57:37+0000,Interactive Feature,0,,"Live Primary Election Results: Georgia, West Virginia, Nevada and More Races to Watch",U.S.,Elections
"Masks, health checks, even worse food. Long-distance travel may never be the same.",2020-06-09T15:45:57+0000,News,1011,1,"Flying Was Once Routine. During the Pandemic, It’s a Feat.",Business Day,
"Roderick Sewell, a master of adjustments, had barely used a handcycle before last year. Now he’s hoping to become one of the few two-sport athletes in the Tokyo Games.",2020-06-09T16:05:51+0000,News,1167,9,A Para-Swimmer Is Using the Gap Year to Dominate Cycling,Sports,Olympics
President Volodymyr Zelensky of Ukraine won an endorsement for his anti-corruption policies with the approval of a $5 billion lending program from the International Monetary Fund.,2020-06-10T17:59:33+0000,News,475,,I.M.F. Approves Critical Loan for Ukraine,World,Europe
,2020-06-10T21:42:49+0000,,0,,Results: The Most Detailed Map of the South Carolina Democratic Primary,U.S.,Elections
,2020-06-10T22:02:12+0000,,0,,Tennessee Presidential Republican Primary Election Results,U.S.,Elections
,2020-06-10T22:02:48+0000,,0,,California Primary Election Results: 19th House District,U.S.,Elections
"The departures came in response to an open letter signed by more than 1,800 people criticizing the organization’s remarks and calling on it to dedicate more funding to antiracism efforts.",2020-06-09T21:08:21+0000,News,776,5,Poetry Foundation Leadership Resigns After Black Lives Matter Statement,Books,
Turnout has remained high as states have raced to allow voting by mail. But getting a full count on Election Day looks increasingly difficult.,2020-06-10T17:30:12+0000,News,1554,17,Beyond Georgia: A Warning for November as States Scramble to Expand Vote-by-Mail,U.S.,Politics
Brian A. Benczkowski’s tenure is marked in part by the department’s handling of a whistle-blower complaint into the president’s dealings with Ukraine.,2020-06-10T20:06:31+0000,News,838,19,Head of Justice Department’s Criminal Division to Step Down,U.S.,Politics
"Democrats are mounting a vigorous Senate campaign, backing Jaime Harrison, a candidate with strong fund-raising. But as they argue that Mr. Graham has become too conservative for the state, the senator has gained supporters.",2020-06-10T14:00:11+0000,News,1752,13,Has Lindsey Graham Become Too Trumpy for South Carolina? Not So Fast,U.S.,Politics
"“Offstage,” a new Times digital series, premieres with a focus on two challenges facing the nation’s biggest stages: an interrupted season and an unequal playing field.",2020-06-11T09:00:25+0000,News,996,2,A Forum to Discuss Race and Broadway,Times Insider,
"Long lines and malfunctioning voting machines marred statewide primary elections in Georgia, renewing attention on voting rights there.",2020-06-09T19:12:19+0000,News,1846,1,‘I Refuse Not to Be Heard’: Georgia in Uproar Over Voting Meltdown,U.S.,Politics
